"Notes"	"County"	"County Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight
	"Wayne County, UT"	"49055"	17808.42	554438
	"Weber County, UT"	"49057"	17365.02	144636
	"Addison County, VT"	"50001"	13514.55	156689
	"Bennington County, VT"	"50003"	13891.87	120530
	"Caledonia County, VT"	"50005"	13291.75	156689
	"Chittenden County, VT"	"50007"	13215.91	156689
	"Essex County, VT"	"50009"	13004.05	144636
	"Franklin County, VT"	"50011"	13142.12	168742
	"Grand Isle County, VT"	"50013"	13485.88	36159
	"Lamoille County, VT"	"50015"	13251.17	96424
	"Orange County, VT"	"50017"	13534.04	144636
	"Orleans County, VT"	"50019"	13133.02	156689
	"Rutland County, VT"	"50021"	13659.33	241060
	"Washington County, VT"	"50023"	13452.52	180795
	"Windham County, VT"	"50025"	14028.26	168742
	"Windsor County, VT"	"50027"	13793.99	204901
	"Accomack County, VA"	"51001"	17486.25	120530
	"Albemarle County, VA"	"51003"	15820.45	144636
	"Alleghany County, VA"	"51005"	15436.61	96424
	"Amelia County, VA"	"51007"	16032.15	72318
	"Amherst County, VA"	"51009"	16007.81	96424
	"Appomattox County, VA"	"51011"	16062.54	60265
	"Arlington County, VA"	"51013"	15265.36	12053
	"Augusta County, VA"	"51015"	15740.38	241060
	"Bath County, VA"	"51017"	15561.66	108477
	"Bedford County, VA"	"51019"	16053.66	168742
	"Bland County, VA"	"51021"	15355.51	72318
	"Botetourt County, VA"	"51023"	15746.45	108477
	"Brunswick County, VA"	"51025"	16125.60	120530
	"Buchanan County, VA"	"51027"	14989.01	96424
	"Buckingham County, VA"	"51029"	16018.15	144636
	"Campbell County, VA"	"51031"	16128.63	96424
	"Caroline County, VA"	"51033"	15733.04	96424
	"Carroll County, VA"	"51035"	15896.54	108477
	"Charles City County, VA"	"51036"	16098.07	48212
	"Charlotte County, VA"	"51037"	16177.32	96424
	"Chesterfield County, VA"	"51041"	15989.02	72318
	"Clarke County, VA"	"51043"	15145.01	48212
	"Craig County, VA"	"51045"	15535.17	72318
	"Culpeper County, VA"	"51047"	15510.40	72318
	"Cumberland County, VA"	"51049"	15997.94	48212
	"Dickenson County, VA"	"51051"	15040.86	60265
	"Dinwiddie County, VA"	"51053"	16056.87	96424
	"Essex County, VA"	"51057"	15832.58	60265
	"Fairfax County, VA"	"51059"	15360.19	84371
	"Fauquier County, VA"	"51061"	15440.06	132583
	"Floyd County, VA"	"51063"	15911.65	84371
	"Fluvanna County, VA"	"51065"	15876.31	60265
	"Franklin County, VA"	"51067"	16076.04	120530
	"Frederick County, VA"	"51069"	15076.50	84371
	"Giles County, VA"	"51071"	15412.93	60265
	"Gloucester County, VA"	"51073"	16497.24	36159
	"Goochland County, VA"	"51075"	15921.79	60265
	"Grayson County, VA"	"51077"	15688.85	48212
	"Greene County, VA"	"51079"	15616.97	36159
	"Greensville County, VA"	"51081"	16091.14	60265
	"Halifax County, VA"	"51083"	16197.55	180795
	"Hanover County, VA"	"51085"	15824.19	96424
	"Henrico County, VA"	"51087"	15917.54	36159
	"Henry County, VA"	"51089"	16141.77	96424
	"Highland County, VA"	"51091"	15420.90	72318
	"Isle of Wight County, VA"	"51093"	16040.92	72318
	"James City County, VA"	"51095"	16131.61	24106
	"King and Queen County, VA"	"51097"	15911.30	48212
	"King George County, VA"	"51099"	15787.58	60265
	"King William County, VA"	"51101"	15904.75	84371
	"Lancaster County, VA"	"51103"	16580.68	36159
	"Lee County, VA"	"51105"	15462.26	84371
	"Loudoun County, VA"	"51107"	15242.47	96424
	"Louisa County, VA"	"51109"	15837.32	108477
	"Lunenburg County, VA"	"51111"	16126.46	108477
	"Madison County, VA"	"51113"	15574.19	60265
	"Mathews County, VA"	"51115"	16978.40	12053
	"Mecklenburg County, VA"	"51117"	16220.26	156689
	"Middlesex County, VA"	"51119"	16370.87	36159
	"Montgomery County, VA"	"51121"	15709.88	72318
	"Nelson County, VA"	"51125"	15908.22	72318
	"New Kent County, VA"	"51127"	16017.19	48212
	"Northampton County, VA"	"51131"	17664.28	36159
	"Northumberland County, VA"	"51133"	16502.60	36159
	"Nottoway County, VA"	"51135"	16083.36	72318
	"Orange County, VA"	"51137"	15709.37	84371
	"Page County, VA"	"51139"	15378.07	48212
	"Patrick County, VA"	"51141"	16173.19	132583
	"Pittsylvania County, VA"	"51143"	16152.19	216954
	"Powhatan County, VA"	"51145"	15969.23	60265
	"Prince Edward County, VA"	"51147"	16101.12	72318
	"Prince George County, VA"	"51149"	16042.76	36159
	"Prince William County, VA"	"51153"	15528.02	72318
	"Pulaski County, VA"	"51155"	15664.23	72318
	"Rappahannock County, VA"	"51157"	15365.09	60265
	"Richmond County, VA"	"51159"	15806.35	24106
	"Roanoke County, VA"	"51161"	15865.96	48212
	"Rockbridge County, VA"	"51163"	15774.33	108477
	"Rockingham County, VA"	"51165"	15511.01	168742
	"Russell County, VA"	"51167"	15233.22	72318
	"Scott County, VA"	"51169"	15460.12	84371
	"Shenandoah County, VA"	"51171"	15309.48	96424
	"Smyth County, VA"	"51173"	15305.66	108477
	"Southampton County, VA"	"51175"	16038.89	156689
	"Spotsylvania County, VA"	"51177"	15688.57	84371
	"Stafford County, VA"	"51179"	15673.50	48212
	"Surry County, VA"	"51181"	16090.58	72318
	"Sussex County, VA"	"51183"	16036.36	96424
	"Tazewell County, VA"	"51185"	14993.58	108477
	"Warren County, VA"	"51187"	15246.68	48212
	"Washington County, VA"	"51191"	15164.76	108477
	"Westmoreland County, VA"	"51193"	16008.01	48212
	"Wise County, VA"	"51195"	15120.11	96424
	"Wythe County, VA"	"51197"	15614.40	96424
	"York County, VA"	"51199"	16538.36	24106
	"Alexandria city, VA"	"51510"	15417.59	12053
	"Bedford city, VA"	"51515"	16091.55	12053
	"Bristol city, VA"	"51520"	15071.10	12053
	"Buena Vista city, VA"	"51530"	15914.74	12053
	"Charlottesville city, VA"	"51540"	15811.83	12053
	"Chesapeake city, VA"	"51550"	16162.79	84371
	"Clifton Forge city, VA"	"51560"	15616.58	12053
	"Colonial Heights city, VA"	"51570"	16001.95	12053
	"Covington city, VA"	"51580"	15415.82	12053
	"Danville city, VA"	"51590"	16183.93	12053
	"Emporia city, VA"	"51595"	16096.88	12053
	"Fairfax city, VA"	"51600"	15419.57	12053
	"Falls Church city, VA"	"51610"	15268.00	12053
	"Franklin city, VA"	"51620"	15998.71	12053
	"Fredericksburg city, VA"	"51630"	15630.77	12053
	"Galax city, VA"	"51640"	15820.32	12053
	"Hampton city, VA"	"51650"	16675.26	24106
	"Harrisonburg city, VA"	"51660"	15577.58	12053
	"Hopewell city, VA"	"51670"	16055.67	12053
	"Lexington city, VA"	"51678"	15720.83	12053
	"Lynchburg city, VA"	"51680"	16013.86	12053
	"Manassas city, VA"	"51683"	15597.53	12053
	"Manassas Park city, VA"	"51685"	15367.76	12053
	"Martinsville city, VA"	"51690"	16137.61	12053
	"Newport News city, VA"	"51700"	16361.09	12053
	"Norfolk city, VA"	"51710"	16035.74	12053
	"Norton city, VA"	"51720"	15182.71	12053
	"Petersburg city, VA"	"51730"	16046.52	12053
	"Poquoson city, VA"	"51735"	16992.37	12053
	"Portsmouth city, VA"	"51740"	16016.57	12053
	"Radford city, VA"	"51750"	15657.93	12053
	"Richmond city, VA"	"51760"	15896.81	12053
	"Roanoke city, VA"	"51770"	15881.76	12053
	"Salem city, VA"	"51775"	15854.70	12053
	"South Boston  city, VA"	"51780"	16153.98	12053
	"Staunton city, VA"	"51790"	15761.54	12053
	"Suffolk city, VA"	"51800"	16032.48	84371
	"Virginia Beach city, VA"	"51810"	16769.37	48212
	"Waynesboro city, VA"	"51820"	15770.77	12053
	"Williamsburg city, VA"	"51830"	16239.11	12053
	"Winchester city, VA"	"51840"	15137.87	12053
	"Adams County, WA"	"53001"	15258.87	421855
	"Asotin County, WA"	"53003"	14915.67	120530
	"Benton County, WA"	"53005"	15801.46	421855
	"Chelan County, WA"	"53007"	15400.69	723180
	"Clallam County, WA"	"53009"	14187.94	421855
	"Clark County, WA"	"53011"	13755.62	144636
	"Columbia County, WA"	"53013"	15070.69	216954
	"Cowlitz County, WA"	"53015"	13699.27	265166
	"Douglas County, WA"	"53017"	15326.71	470067
	"Ferry County, WA"	"53019"	14245.93	578544
	"Franklin County, WA"	"53021"	15559.39	301325
	"Garfield County, WA"	"53023"	14842.55	180795
	"Grant County, WA"	"53025"	15553.10	638809
	"Grays Harbor County, WA"	"53027"	13676.60	482120
	"Island County, WA"	"53029"	12945.79	72318
	"Jefferson County, WA"	"53031"	13997.14	445961
	"King County, WA"	"53033"	14045.95	506226
	"Kitsap County, WA"	"53035"	13464.82	96424
	"Kittitas County, WA"	"53037"	15651.72	530332
	"Klickitat County, WA"	"53039"	15995.73	373643
	"Lewis County, WA"	"53041"	14154.01	578544
	"Lincoln County, WA"	"53043"	14892.03	530332
	"Mason County, WA"	"53045"	13863.87	216954
	"Okanogan County, WA"	"53047"	14624.30	1253512
	"Pacific County, WA"	"53049"	13640.25	204901
	"Pend Oreille County, WA"	"53051"	13724.88	397749
	"Pierce County, WA"	"53053"	14269.68	361590
	"San Juan County, WA"	"53055"	14214.95	12053
	"Skagit County, WA"	"53057"	13710.51	458014
	"Skamania County, WA"	"53059"	15234.50	373643
	"Snohomish County, WA"	"53061"	13914.74	494173
	"Spokane County, WA"	"53063"	14351.30	458014
	"Stevens County, WA"	"53065"	13999.67	626756
	"Thurston County, WA"	"53067"	13432.67	168742
	"Wahkiakum County, WA"	"53069"	13728.48	60265
	"Walla Walla County, WA"	"53071"	15039.69	301325
	"Whatcom County, WA"	"53073"	13754.14	554438
	"Whitman County, WA"	"53075"	14689.83	542385
	"Yakima County, WA"	"53077"	15808.05	1048611
	"Barbour County, WV"	"54001"	13989.89	60265
	"Berkeley County, WV"	"54003"	14973.23	72318
	"Boone County, WV"	"54005"	14656.79	84371
	"Braxton County, WV"	"54007"	14289.04	108477
	"Brooke County, WV"	"54009"	14200.83	24106
	"Cabell County, WV"	"54011"	14817.21	48212
	"Calhoun County, WV"	"54013"	14464.51	60265
	"Clay County, WV"	"54015"	14388.90	72318
	"Doddridge County, WV"	"54017"	14352.77	60265
	"Fayette County, WV"	"54019"	14661.53	132583
	"Gilmer County, WV"	"54021"	14430.10	60265
	"Grant County, WV"	"54023"	14841.15	84371
	"Greenbrier County, WV"	"54025"	15086.57	192848
	"Hampshire County, WV"	"54027"	14907.11	132583
	"Hancock County, WV"	"54029"	14126.47	24106
	"Hardy County, WV"	"54031"	15091.38	132583
	"Harrison County, WV"	"54033"	14322.16	72318
	"Jackson County, WV"	"54035"	14655.87	120530
	"Jefferson County, WV"	"54037"	15050.93	48212
	"Kanawha County, WV"	"54039"	14616.47	192848
	"Lewis County, WV"	"54041"	14249.64	84371
	"Lincoln County, WV"	"54043"	14754.26	84371
	"Logan County, WV"	"54045"	14747.95	108477
	"McDowell County, WV"	"54047"	14944.81	108477
	"Marion County, WV"	"54049"	14184.96	72318
	"Marshall County, WV"	"54051"	14246.88	60265
	"Mason County, WV"	"54053"	14797.82	96424
	"Mercer County, WV"	"54055"	15028.60	108477
	"Mineral County, WV"	"54057"	14693.81	72318
	"Mingo County, WV"	"54059"	14815.04	84371
	"Monongalia County, WV"	"54061"	14096.35	84371
	"Monroe County, WV"	"54063"	15127.98	84371
	"Morgan County, WV"	"54065"	14790.08	48212
	"Nicholas County, WV"	"54067"	14350.35	132583
	"Ohio County, WV"	"54069"	14270.68	24106
	"Pendleton County, WV"	"54071"	15219.64	132583
	"Pleasants County, WV"	"54073"	14432.09	36159
	"Pocahontas County, WV"	"54075"	15091.46	204901
	"Preston County, WV"	"54077"	14064.67	132583
	"Putnam County, WV"	"54079"	14744.75	60265
	"Raleigh County, WV"	"54081"	14843.86	132583
	"Randolph County, WV"	"54083"	14375.10	253113
	"Ritchie County, WV"	"54085"	14401.33	96424
	"Roane County, WV"	"54087"	14559.15	108477
	"Summers County, WV"	"54089"	14984.92	72318
	"Taylor County, WV"	"54091"	14018.40	48212
	"Tucker County, WV"	"54093"	14354.64	108477
	"Tyler County, WV"	"54095"	14362.83	48212
	"Upshur County, WV"	"54097"	14120.71	60265
	"Wayne County, WV"	"54099"	14840.41	120530
	"Webster County, WV"	"54101"	14222.73	108477
	"Wetzel County, WV"	"54103"	14325.40	96424
	"Wirt County, WV"	"54105"	14515.54	36159
	"Wood County, WV"	"54107"	14530.69	72318
	"Wyoming County, WV"	"54109"	14922.54	108477
	"Adams County, WI"	"55001"	14190.38	144636
	"Ashland County, WI"	"55003"	13687.63	216954
	"Barron County, WI"	"55005"	14047.73	180795
	"Bayfield County, WI"	"55007"	13754.33	349537
	"Brown County, WI"	"55009"	15001.59	96424
	"Buffalo County, WI"	"55011"	14082.40	180795
	"Burnett County, WI"	"55013"	13946.50	216954
	"Calumet County, WI"	"55015"	14416.34	84371
	"Chippewa County, WI"	"55017"	14108.61	216954
	"Clark County, WI"	"55019"	14176.27	265166
	"Columbia County, WI"	"55021"	14300.15	192848
	"Crawford County, WI"	"55023"	14291.41	120530
	"Dane County, WI"	"55025"	14343.43	253113
	"Dodge County, WI"	"55027"	14332.96	180795
	"Door County, WI"	"55029"	15099.28	120530
	"Douglas County, WI"	"55031"	13743.38	337484
	"Dunn County, WI"	"55033"	14115.95	241060
	"Eau Claire County, WI"	"55035"	14085.15	144636
	"Florence County, WI"	"55037"	13996.25	96424
	"Fond du Lac County, WI"	"55039"	14354.02	192848
	"Forest County, WI"	"55041"	13961.75	241060
	"Grant County, WI"	"55043"	14403.72	301325
	"Green County, WI"	"55045"	14416.57	144636
	"Green Lake County, WI"	"55047"	14348.38	96424
	"Iowa County, WI"	"55049"	14340.13	144636
	"Iron County, WI"	"55051"	13742.12	180795
	"Jackson County, WI"	"55053"	14042.32	229007
	"Jefferson County, WI"	"55055"	14332.19	144636
	"Juneau County, WI"	"55057"	14162.52	192848
	"Kenosha County, WI"	"55059"	14957.30	48212
	"Kewaunee County, WI"	"55061"	15044.34	48212
	"La Crosse County, WI"	"55063"	14072.20	120530
	"Lafayette County, WI"	"55065"	14406.81	120530
	"Langlade County, WI"	"55067"	14074.22	216954
	"Lincoln County, WI"	"55069"	14036.69	180795
	"Manitowoc County, WI"	"55071"	15203.77	144636
	"Marathon County, WI"	"55073"	14204.36	385696
	"Marinette County, WI"	"55075"	14327.02	301325
	"Marquette County, WI"	"55077"	14276.19	120530
	"Menominee County, WI"	"55078"	14222.92	72318
	"Milwaukee County, WI"	"55079"	15194.73	36159
	"Monroe County, WI"	"55081"	14073.36	156689
	"Oconto County, WI"	"55083"	14508.69	241060
	"Oneida County, WI"	"55085"	13836.15	289272
	"Outagamie County, WI"	"55087"	14376.11	168742
	"Ozaukee County, WI"	"55089"	15171.09	24106
	"Pepin County, WI"	"55091"	14070.75	24106
	"Pierce County, WI"	"55093"	14155.46	144636
	"Polk County, WI"	"55095"	14096.01	204901
	"Portage County, WI"	"55097"	14246.49	156689
	"Price County, WI"	"55099"	13804.52	301325
	"Racine County, WI"	"55101"	14935.66	96424
	"Richland County, WI"	"55103"	14149.71	72318
	"Rock County, WI"	"55105"	14403.28	180795
	"Rusk County, WI"	"55107"	13967.92	229007
	"St. Croix County, WI"	"55109"	14170.24	180795
	"Sauk County, WI"	"55111"	14254.61	204901
	"Sawyer County, WI"	"55113"	13769.17	313378
	"Shawano County, WI"	"55115"	14311.06	241060
	"Sheboygan County, WI"	"55117"	14966.32	108477
	"Taylor County, WI"	"55119"	14087.19	229007
	"Trempealeau County, WI"	"55121"	14084.30	180795
	"Vernon County, WI"	"55123"	14165.74	229007
	"Vilas County, WI"	"55125"	13741.83	241060
	"Walworth County, WI"	"55127"	14479.76	144636
	"Washburn County, WI"	"55129"	13858.05	192848
	"Washington County, WI"	"55131"	14538.15	72318
	"Waukesha County, WI"	"55133"	14442.36	144636
	"Waupaca County, WI"	"55135"	14340.40	144636
	"Waushara County, WI"	"55137"	14326.96	144636
	"Winnebago County, WI"	"55139"	14501.63	144636
	"Wood County, WI"	"55141"	14151.21	156689
	"Albany County, WY"	"56001"	16215.53	976293
	"Big Horn County, WY"	"56003"	15851.64	783445
	"Campbell County, WY"	"56005"	15697.55	1012452
	"Carbon County, WY"	"56007"	16552.82	1639208
	"Converse County, WY"	"56009"	16034.66	1036558
	"Crook County, WY"	"56011"	15548.16	759339
	"Fremont County, WY"	"56013"	16585.71	2073116
	"Goshen County, WY"	"56015"	16216.08	482120
	"Hot Springs County, WY"	"56017"	16206.60	433908
	"Johnson County, WY"	"56019"	15797.08	879869
	"Laramie County, WY"	"56021"	16216.38	602650
	"Lincoln County, WY"	"56023"	17057.33	795498
	"Natrona County, WY"	"56025"	16230.29	1120929
	"Niobrara County, WY"	"56027"	16054.19	590597
	"Park County, WY"	"56029"	15809.62	1530731
	"Platte County, WY"	"56031"	16068.65	482120
	"Sheridan County, WY"	"56033"	15534.65	650862
	"Sublette County, WY"	"56035"	16836.08	1120929
	"Sweetwater County, WY"	"56037"	16743.42	2265964
	"Teton County, WY"	"56039"	16531.32	928081
	"Uinta County, WY"	"56041"	17123.76	445961
	"Washakie County, WY"	"56043"	16171.03	445961
	"Weston County, WY"	"56045"	15923.65	542385
"Total"			16432.10	630540642
"---"
"Dataset: North America Land Data Assimilation System (NLDAS) Daily Sunlight (KJ/m²) (1979-2011)"
"Query Parameters:"
"Title:"
"Daily Sunlight (KJ/m²): All, 849 to 37,714"
"Dates: All, Jan 01, 1979 to Dec 31, 2011"
"States: All"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Insolation.html for more information."
"---"
"Query Date: Nov 22, 2017 11:18:38 PM"
"---"
"Suggested Citation: North America Land Data Assimilation System (NLDAS) Daily Sunlight (insolation) for years 1979-2011 on CDC"
"WONDER Online Database, released 2013. Accessed at http://wonder.cdc.gov/NASA-INSOLAR.html on Nov 22, 2017 11:18:38 PM"
