Demographic Data Report for United States by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2011-2015 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Matanuska-Susitna Borough, Alaska",02170,83776.000000000,"160"
"Dunn County, North Dakota",38025,83850.000000000,"159"
"St. Johns County, Florida",12109,83871.000000000,"158"
"Hartford County, Connecticut",09003,83946.000000000,"157"
"Kent County, Rhode Island",44003,84017.000000000,"156"
"Chambers County, Texas",48071,84206.000000000,"155"
"Platte County, Missouri",29165,84309.000000000,"154"
"Shelby County, Alabama",01117,84311.000000000,"153"
"Wake County, North Carolina",37183,84442.000000000,"152"
"Bowman County, North Dakota",38011,84500.000000000,"151"
"Dane County, Wisconsin",55025,84619.000000000,"150"
"Hughes County, South Dakota",46065,84683.000000000,"149"
"Williamson County, Texas",48491,84838.000000000,"148"
"Mercer County, North Dakota",38057,84898.000000000,"147"
"Burleigh County, North Dakota",38015,85066.000000000,"146"
"Chesterfield County, Virginia",51041,85142.000000000,"145"
"Orange County, New York",36071,85312.000000000,"144"
"District of Columbia",11001,85321.000000000,"143"
"Lincoln County, South Dakota",46083,85365.000000000,"142"
"Prince Georges County, Maryland",24033,85445.000000000,"141"
"Warren County, New Jersey",34041,85568.000000000,"140"
"Livingston County, Michigan",26093,85692.000000000,"139"
"Richmond County, New York",36085,85788.000000000,"138"
"New Kent County, Virginia",51127,85798.000000000,"137"
"St. Charles County, Missouri",29183,85806.000000000,"136"
"Geauga County, Ohio",39055,85884.000000000,"135"
"Hillsborough County, New Hampshire",33011,85966.000000000,"134"
"Summit County, Colorado",08117,85981.000000000,"133"
"Orange County, California",06059,86003.000000000,"132"
"Olmsted County, Minnesota",27109,86116.000000000,"131"
"Honolulu County, Hawaii",15003,86366.000000000,"130"
"Clear Creek County, Colorado",08019,86563.000000000,"129"
"Jefferson County, Colorado",08059,86565.000000000,"128"
"Ventura County, California",06111,86766.000000000,"127"
"Essex County, Massachusetts",25009,86793.000000000,"126"
"Stark County, North Dakota",38089,86799.000000000,"125"
"Orange County, North Carolina",37135,86910.000000000,"124"
"El Dorado County, California",06017,86967.000000000,"123"
"Sitka Borough, Alaska",02220,86996.000000000,"122"
"Sublette County, Wyoming",56035,87182.000000000,"121"
"Oakland County, Michigan",26125,87216.000000000,"120"
"Hennepin County, Minnesota",27053,87230.000000000,"119"
"Powhatan County, Virginia",51145,87233.000000000,"118"
"Washtenaw County, Michigan",26161,87331.000000000,"117"
"Chittenden County, Vermont",50007,87437.000000000,"116"
"Saratoga County, New York",36091,87551.000000000,"115"
"Spotsylvania County, Virginia",51177,87569.000000000,"114"
"Campbell County, Wyoming",56005,87858.000000000,"113"
"Will County, Illinois",17197,87950.000000000,"112"
"Dukes County, Massachusetts",25007,87986.000000000,"111"
"Kendall County, Texas",48259,88609.000000000,"110"
"Warren County, Ohio",39165,88824.000000000,"109"
"New York County, New York",36061,89291.000000000,"108"
"Albemarle County, Virginia",51003,89456.000000000,"107"
"Dutchess County, New York",36027,89486.000000000,"106"
"Aleutians West Census Area, Alaska",02016,89500.000000000,"105"
"Placer County, California",06061,89611.000000000,"104"
"Litchfield County, Connecticut",09005,89735.000000000,"103"
"McHenry County, Illinois",17111,89768.000000000,"102"
"Bristol Bay Borough, Alaska",02060,90000.000000000,"100"
"Morgan County, Utah",49029,90000.000000000,"100"
"Valdez-Cordova Census Area, Alaska",02261,90139.000000000,"99"
"King George County, Virginia",51099,90363.000000000,"98"
"Clarke County, Virginia",51043,90862.000000000,"97"
"James City County, Virginia",51095,90901.000000000,"96"
"Fayette County, Georgia",13113,91077.000000000,"95"
"Newport County, Rhode Island",44005,91137.000000000,"94"
"Denton County, Texas",48121,91186.000000000,"93"
"Dakota County, Minnesota",27037,91222.000000000,"92"
"McKenzie County, North Dakota",38053,91292.000000000,"91"
"Gloucester County, New Jersey",34015,91552.000000000,"90"
"Kendall County, Illinois",17093,91612.000000000,"89"
"Anchorage Borough, Alaska",02020,91622.000000000,"88"
"Hanover County, Virginia",51085,91663.000000000,"87"
"Plymouth County, Massachusetts",25023,91720.000000000,"86"
"Washington County, Rhode Island",44009,91770.000000000,"85"
"Goochland County, Virginia",51075,91806.000000000,"84"
"Alameda County, California",06001,92328.000000000,"83"
"Dallas County, Iowa",19049,92428.000000000,"82"
"Harford County, Maryland",24025,93217.000000000,"81"
"Teton County, Wyoming",56039,93443.000000000,"80"
"Ozaukee County, Wisconsin",55089,93461.000000000,"79"
"Lake County, Illinois",17097,93668.000000000,"78"
"Middlesex County, New Jersey",34023,93800.000000000,"77"
"Williams County, North Dakota",38105,93834.000000000,"76"
"York County, Virginia",51199,94141.000000000,"75"
"Billings County, North Dakota",38007,94583.000000000,"74"
"Waukesha County, Wisconsin",55133,94831.000000000,"73"
"Johnson County, Kansas",20091,94850.000000000,"72"
"Burlington County, New Jersey",34005,94884.000000000,"71"
"Mercer County, New Jersey",34021,94908.000000000,"70"
"Bucks County, Pennsylvania",42017,94953.000000000,"69"
"Eureka County, Nevada",32011,95000.000000000,"68"
"Bristol County, Rhode Island",44001,95291.000000000,"67"
"Contra Costa County, California",06013,95824.000000000,"66"
"Rockwall County, Texas",48397,96065.000000000,"65"
"Rockingham County, New Hampshire",33015,96200.000000000,"64"
"San Francisco County, California",06075,96336.000000000,"63"
"Oldham County, Kentucky",21185,96364.000000000,"62"
"Elbert County, Colorado",08039,96535.000000000,"61"
"DuPage County, Illinois",17043,96751.000000000,"60"
"King County, Washington",53033,96853.000000000,"59"
"Boulder County, Colorado",08013,96926.000000000,"58"
"Washington County, Minnesota",27163,97550.000000000,"57"
"Denali, Alaska",02068,97679.000000000,"56"
"Poquoson City, Virginia",51735,97684.000000000,"55"
"Broomfield County, Colorado",08014,97886.000000000,"54"
"Tolland County, Connecticut",09013,98025.000000000,"53"
"Frederick County, Maryland",24021,98064.000000000,"52"
"St. Marys County, Maryland",24037,98260.000000000,"51"
"Rockland County, New York",36087,98801.000000000,"50"
"Fort Bend County, Texas",48157,99214.000000000,"49"
"Juneau Borough, Alaska",02110,99526.000000000,"48"
"Scott County, Minnesota",27139,100000.000000000,"47"
"Montgomery County, Pennsylvania",42091,100138.000000000,"46"
"Sussex County, New Jersey",34037,100186.000000000,"45"
"Queen Annes County, Maryland",24035,100577.000000000,"44"
"Collin County, Texas",48085,100839.000000000,"43"
"Forsyth County, Georgia",13117,101155.000000000,"42"
"Carroll County, Maryland",24013,101208.000000000,"41"
"Summit County, Utah",49043,101659.000000000,"40"
"Carver County, Minnesota",27019,101963.000000000,"39"
"Middlesex County, Connecticut",09007,101995.000000000,"38"
"Pitkin County, Colorado",08097,102399.000000000,"37"
"Charles County, Maryland",24017,102498.000000000,"36"
"Suffolk County, New York",36103,102582.000000000,"35"
"Anne Arundel County, Maryland",24003,102606.000000000,"34"
"Hamilton County, Indiana",18057,103322.000000000,"33"
"Bergen County, New Jersey",34003,104286.000000000,"32"
"Chester County, Pennsylvania",42029,105571.000000000,"31"
"Fairfield County, Connecticut",09001,105628.000000000,"30"
"Fauquier County, Virginia",51061,106597.000000000,"29"
"Delaware County, Ohio",39041,106782.000000000,"28"
"Monmouth County, New Jersey",34025,106925.000000000,"27"
"Stafford County, Virginia",51179,107143.000000000,"26"
"Prince William County, Virginia",51153,107304.000000000,"25"
"Middlesex County, Massachusetts",25017,107772.000000000,"24"
"Westchester County, New York",36119,108108.000000000,"23"
"Santa Clara County, California",06085,108637.000000000,"22"
"Williamson County, Tennessee",47187,108990.000000000,"21"
"Nantucket County, Massachusetts",25019,108996.000000000,"20"
"Alexandria City, Virginia",51510,109075.000000000,"19"
"Calvert County, Maryland",24009,109288.000000000,"18"
"San Mateo County, California",06081,109722.000000000,"17"
"Putnam County, New York",36079,111425.000000000,"16"
"Norfolk County, Massachusetts",25021,112605.000000000,"15"
"Nassau County, New York",36059,114662.000000000,"14"
"Douglas County, Colorado",08035,115309.000000000,"13"
"Montgomery County, Maryland",24031,117798.000000000,"12"
"Somerset County, New Jersey",34035,119158.000000000,"11"
"Morris County, New Jersey",34027,120114.000000000,"10"
"Marin County, California",06041,121130.000000000,"9"
"Los Alamos County, New Mexico",35028,123646.000000000,"8"
"Fairfax City, Virginia",51600,124547.000000000,"7"
"Hunterdon County, New Jersey",34019,125993.000000000,"6"
"Howard County, Maryland",24027,128504.000000000,"5"
"Fairfax County, Virginia",51059,129805.000000000,"4"
"Loudoun County, Virginia",51107,137534.000000000,"3"
"Arlington County, Virginia",51013,140838.000000000,"2"
"Falls Church City, Virginia",51610,165430.000000000,"1"
"Prince of Wales-Outer Ketchikan, Alaska",02201,data not available,"N/A"
"Skagway Hoonah Angoon Census Area, Alaska",02232,data not available,"N/A"
"Wrangell-Petersburg Census Area, Alaska",02280,data not available,"N/A"

Created by statecancerprofiles.cancer.gov on 11/22/2017 10:45 pm.
"Data not available [http://statecancerprofiles.cancer.gov/datanotavailable.html] for this combination of geography, cancer site, age, and race/ethnicity."
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
